,Unnamed: 0,id,dm-0,dm-1,dm-2,dm-3,dm-4,dm-5,dm-6,dm-7,dm-8,dm-9,dm-10,dt-0,dt-1,dt-2,dt-3,dt-4,dt-5,dt-6,dt-7,dt-8,dt-9,dt-10,dt-11,dt-12,dt-13,dt-14,dt-15,dt-16,dt-17,dt-18,dt-19,dt-20,dt-21,dt-22,tag
255,255,CSS1604290040744122717,45,39,30,41,45,20,7,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,3,4,8,6,4,7,46,27,14,101,5
256,256,CSS1604281520544131783,27,23,19,34,41,24,27,27,8,2,0,0,0,0,1,2,2,1,0,0,1,1,1,2,5,6,12,6,4,5,53,30,16,87,5
257,257,CSS1604281520464123115,21,20,19,33,47,23,13,12,18,25,0,0,0,0,1,3,2,1,0,0,0,0,1,2,4,5,12,7,5,8,53,28,15,85,5
260,260,CSS1604271210714110765,28,27,26,44,68,24,7,3,1,1,0,0,0,0,1,2,1,1,0,0,0,1,1,2,4,4,9,7,4,4,47,29,9,105,0
261,261,CSS1604271210704117810,25,24,23,40,65,29,13,8,3,1,0,0,0,0,1,2,1,1,0,0,0,1,1,2,4,4,10,7,4,5,48,29,10,99,5
262,262,CSS1604271180734110639,26,21,16,24,49,33,24,8,5,26,1,0,0,0,1,2,2,1,0,0,0,0,1,2,3,5,10,8,5,4,47,25,4,105,5
263,263,CSS1604261040724116384,40,37,30,41,48,19,12,3,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,2,3,4,9,6,5,6,47,26,10,106,5
264,264,CSS1604260070654121884,37,32,27,38,41,26,22,5,1,0,0,0,0,0,1,2,1,1,0,1,0,0,1,1,4,5,9,6,3,5,50,29,11,98,5
265,265,CSS1604251070584119711,46,42,33,43,44,10,7,1,1,3,0,0,0,0,1,1,1,1,0,0,1,1,1,1,3,4,7,6,4,12,44,23,18,105,5
268,268,CSS1604191010484130973,40,33,27,45,56,16,8,4,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,2,3,4,9,6,4,7,46,26,12,106,2
272,272,CSS1604181570314131003,25,23,22,37,54,29,13,10,5,12,0,0,0,0,1,3,2,1,0,0,0,0,0,0,5,4,10,9,6,13,53,25,15,87,5
275,275,CSS1604171120724134433,26,23,20,29,43,26,19,14,10,20,1,0,0,0,1,1,1,1,0,0,1,1,1,2,3,4,9,6,4,6,45,26,13,106,5
276,276,CSS1604161490574103760,17,17,17,30,62,40,23,13,8,5,0,0,0,0,1,2,2,1,0,0,0,1,1,3,5,5,12,7,4,5,55,34,15,79,5
278,278,CSS1604161460564112459,38,32,27,44,40,18,13,11,7,0,0,0,0,0,1,2,2,1,0,0,0,1,1,3,4,5,12,8,4,3,49,32,19,85,5
280,280,CSS1604161010874147436,30,25,27,41,63,32,10,1,1,0,0,0,0,0,1,2,1,1,0,0,1,1,1,2,3,4,8,6,5,9,41,29,7,106,5
281,281,CSS1604151230814108369,55,48,40,49,29,4,2,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,3,4,8,6,4,10,46,26,10,106,3
282,282,CSS1604151230724114153,28,27,26,44,66,24,8,4,2,2,0,0,0,0,1,2,1,1,0,0,0,1,1,2,3,4,10,7,4,4,47,30,9,101,3
283,283,CSS1604151090824116680,38,32,28,36,46,18,11,6,4,10,0,0,0,0,1,2,1,1,1,0,0,1,1,2,4,5,10,6,3,3,45,29,8,109,5
284,284,CSS1604141010574127662,29,27,25,41,61,25,12,6,3,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,2,2,5,4,3,5,32,29,70,72,5
285,285,CSS1604140120834153479,25,25,23,42,68,29,11,5,2,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,3,3,6,4,2,2,33,30,66,72,2
286,286,CSS1604140120664136865,38,34,27,38,39,22,17,3,1,3,8,0,0,0,1,1,1,1,0,0,0,1,1,1,2,3,5,4,2,2,33,30,71,70,2
287,287,CSS1604131320764126745,38,32,28,38,48,23,9,4,2,7,0,0,0,0,1,1,1,1,1,0,0,1,1,1,2,2,4,3,3,8,33,30,68,70,2
288,288,CSS1604131090554109962,29,29,25,41,63,21,10,7,5,1,0,0,0,0,1,2,1,1,0,0,0,0,2,2,4,5,11,10,8,28,79,52,27,1,5
289,289,CSS1604131010704131786,54,46,34,42,39,12,1,0,0,0,0,0,0,0,1,2,2,1,0,0,1,1,2,2,4,6,15,12,7,10,82,54,32,1,5
290,290,CSS1604061320844170620,28,20,16,35,65,38,20,7,1,0,0,0,0,0,1,3,2,1,0,0,0,0,1,2,5,4,9,3,4,17,32,25,11,94,2
291,291,CSS1604061090714114040,45,41,33,46,42,16,4,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,2,3,4,9,7,4,5,46,27,11,103,5
294,294,CSS1604051520574102432,43,33,23,40,36,14,16,13,8,4,0,0,0,0,1,2,2,1,0,0,0,0,1,2,4,6,10,5,5,11,49,34,22,77,2
297,297,CSS1604040210554141495,56,41,35,29,23,6,0,0,0,10,29,0,0,0,2,6,5,1,0,0,0,0,0,0,9,10,13,6,0,0,58,34,19,60,5
298,298,CSS1604040210544139228,48,49,27,35,14,0,3,32,21,1,0,0,0,0,2,6,4,1,0,0,0,0,0,0,12,11,14,7,0,0,59,34,17,57,2
299,299,CSS1604031460534124173,24,24,22,39,75,31,11,2,1,0,0,0,0,0,1,2,2,1,0,0,0,1,2,2,5,6,12,8,3,2,50,31,17,86,0
300,300,CSS1604031400594114169,43,36,30,49,42,15,5,3,3,4,0,0,0,0,1,2,1,1,0,0,1,0,1,2,4,4,10,8,4,4,49,29,14,93,5
301,301,CSS1604031350664126042,44,36,30,43,39,18,9,4,2,3,2,0,0,0,1,2,1,1,0,0,1,1,1,2,4,4,10,7,4,5,45,29,10,101,5
302,302,CSS1604021350614118034,20,19,19,35,69,43,17,5,2,1,0,0,0,0,1,2,1,1,0,0,0,0,1,2,4,3,10,7,5,4,41,29,11,102,0
303,303,CSS1604021150544141940,40,37,32,47,48,13,10,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,2,3,4,8,7,5,13,49,28,13,95,5
305,305,CSS1604011380344147227,25,24,22,38,66,33,9,3,1,9,1,0,0,0,1,1,1,1,1,1,0,1,1,1,3,3,7,6,5,10,44,26,17,103,5
306,306,CSS1604011210694104804,40,36,28,41,50,19,9,3,1,2,1,0,0,0,1,1,1,1,0,0,0,1,1,2,4,4,10,7,4,4,47,28,14,98,2
309,309,CSS1603311320534109674,47,37,26,37,42,20,11,7,2,1,0,0,0,0,1,2,1,1,0,1,0,0,1,1,5,4,9,8,5,7,52,27,10,100,5
310,310,CSS1603311320504111122,45,38,28,37,47,23,8,2,1,2,0,0,0,0,1,1,1,1,0,1,0,1,1,1,3,4,8,6,5,10,50,26,11,102,5
315,315,CSS1603291290524125275,42,35,28,43,52,11,6,8,5,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,4,3,8,6,4,11,49,25,11,105,5
317,317,CSS1603271320724123272,38,31,28,43,50,22,11,4,2,1,0,0,0,0,1,2,1,1,1,0,0,1,2,2,4,4,8,6,4,8,43,30,12,99,5
318,318,CSS1603271180634114884,30,28,26,43,58,26,9,2,1,5,1,0,0,0,1,1,1,1,1,0,1,1,1,2,3,4,9,7,4,6,45,25,13,105,5
321,321,CSS1603201600484115776,20,16,17,27,59,46,30,10,2,2,0,0,0,0,1,2,2,1,0,0,0,0,1,2,4,6,10,6,5,13,46,37,24,74,1
322,322,CSS1603201010864151734,35,31,28,43,55,22,7,3,2,5,0,0,0,0,1,2,1,1,0,0,1,1,1,1,4,4,8,6,5,9,45,25,7,108,2
327,327,CSS1603180040654138685,38,34,30,41,39,15,9,7,7,9,3,0,0,0,1,1,1,1,0,0,0,1,1,1,4,4,8,6,5,8,47,29,18,92,2
328,328,CSS1603171180824123493,52,48,38,47,24,4,1,4,7,5,1,0,0,0,1,2,1,1,0,1,0,1,1,2,4,4,9,6,4,6,46,27,9,106,2
330,330,CSS1603161630334107927,41,33,33,43,31,15,4,3,1,27,1,0,0,0,1,3,3,1,0,0,0,0,0,1,7,5,14,9,7,12,34,39,30,67,2
333,333,CSS1603161490444134485,37,33,27,40,54,16,12,4,1,5,0,0,0,0,1,2,2,1,1,0,0,0,1,1,3,4,10,8,6,8,50,25,12,99,5
335,335,CSS1603151210684110893,41,37,30,40,45,18,15,3,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,2,4,4,9,7,4,5,46,27,14,99,2
336,336,CSS1603151090484137970,22,21,20,37,69,41,16,3,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,3,3,7,6,4,9,42,29,23,98,0
337,337,CSS1603141150754129427,25,24,21,35,64,34,15,8,3,1,0,0,0,0,1,2,1,1,0,0,0,1,1,2,4,5,10,7,3,3,48,27,10,102,5
339,339,CSS1603140040614113414,32,30,28,45,60,24,8,1,1,0,0,0,0,0,1,2,1,1,0,0,0,0,1,2,3,4,9,6,5,7,44,28,21,96,0
340,340,CSS1603131600154133096,30,24,23,40,48,27,25,8,2,4,0,0,0,0,1,3,3,1,0,0,0,1,4,2,12,10,25,16,10,12,65,37,26,6,2
341,341,CSS1603131120614106104,30,27,22,34,54,19,11,15,13,3,0,0,0,0,1,1,1,1,0,0,0,1,1,1,3,3,8,6,5,9,43,28,18,101,5
343,343,CSS1603121290524117032,25,23,21,38,72,39,10,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,3,3,8,6,4,10,48,26,13,103,0
345,345,CSS1603111320704111052,35,31,27,44,51,23,10,4,3,2,0,0,0,0,1,2,1,1,0,0,0,1,1,2,4,4,9,6,4,6,38,31,13,102,5
346,346,CSS1603111040574114050,35,30,26,42,59,19,10,3,3,3,0,0,0,0,1,1,1,1,1,0,0,1,1,1,3,3,7,5,4,10,40,26,21,103,5
347,347,CSS1603110120534113893,64,53,36,38,17,0,0,0,1,20,0,0,0,0,2,4,3,1,0,0,0,0,1,5,6,9,7,5,2,2,52,35,18,81,2
349,349,CSS1603110090554101520,49,41,29,31,38,18,11,6,6,1,0,0,0,0,1,2,2,1,1,0,0,0,1,2,3,4,8,5,4,2,47,27,15,106,2
352,352,CSS1603071260674122066,74,49,26,24,41,7,4,2,2,2,0,0,0,0,1,1,1,1,1,0,0,0,1,2,3,4,9,7,4,5,45,30,10,104,5
353,353,CSS1603071010644129337,35,32,28,43,34,9,7,4,2,5,31,0,0,0,1,1,1,1,1,0,0,1,1,1,3,3,7,6,5,12,43,25,18,102,5
354,354,CSS1603070120604102400,42,39,33,44,34,11,14,11,2,0,0,0,0,0,1,2,2,1,0,0,0,1,2,2,4,5,9,6,3,2,51,27,9,105,5
355,355,CSS1603070040684126687,22,22,21,38,68,33,14,8,3,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,3,4,7,6,5,12,46,24,14,102,5
356,356,CSS1603041350194140083,28,28,23,42,55,22,14,10,4,2,0,0,0,0,1,3,2,1,0,0,1,1,1,1,5,3,9,6,3,4,52,31,39,69,2
357,357,CSS1603031400324131366,32,27,22,36,64,30,8,5,4,1,0,0,0,0,1,2,1,1,0,0,0,1,1,1,4,5,11,8,7,13,69,49,39,21,5
358,358,CSS1603031350664116271,17,16,17,31,65,44,24,10,4,2,0,0,0,0,1,2,1,1,0,0,1,1,1,2,4,4,10,6,4,5,45,29,9,101,1
359,359,CSS1603021180774128931,25,24,22,39,67,30,11,7,4,1,0,0,0,0,1,2,1,1,0,0,0,1,2,2,3,5,10,7,4,4,45,30,8,104,5
360,360,CSS1603021180764104503,40,35,29,40,54,24,6,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,2,3,5,10,7,4,3,46,29,9,101,5
361,361,CSS1603021150794107140,28,28,27,45,71,25,4,1,0,0,0,0,0,0,1,2,2,1,0,0,0,1,3,2,6,7,17,10,6,5,81,55,25,8,0
365,365,CSS1603021070274145695,27,26,25,43,68,27,6,4,2,1,0,0,0,0,1,1,1,1,1,1,1,1,1,2,4,4,8,5,4,6,40,24,30,99,5
374,374,CSS1602271320384111174,25,22,20,30,55,42,28,6,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,3,7,6,5,11,42,26,23,100,0
375,375,CSS1602271290594104414,35,31,27,38,38,8,9,8,17,19,0,0,0,0,1,1,1,1,0,0,1,1,1,2,3,4,9,7,4,5,45,29,17,100,5
377,377,CSS1602271260554117464,25,23,21,35,50,25,27,20,3,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,4,8,6,5,9,48,28,16,98,5
378,378,CSS1602271230374166444,32,30,27,43,57,24,11,5,1,0,0,0,0,0,1,2,1,1,1,0,0,1,1,2,5,4,7,6,4,8,48,29,19,90,5
379,379,CSS1602271120454112778,30,29,27,46,67,21,6,2,2,2,0,0,0,0,1,2,1,1,0,0,0,0,1,2,4,5,11,9,7,15,73,50,36,15,3
380,380,CSS1602261600384105213,43,39,33,46,47,11,5,2,1,3,2,0,0,0,1,3,2,1,0,0,0,0,1,2,6,5,13,10,9,11,34,22,31,83,3
381,381,CSS1602261380334117968,34,23,13,17,24,7,19,53,31,8,2,0,0,0,1,1,1,1,1,1,0,1,1,1,3,3,7,6,5,10,42,27,24,99,2
382,382,CSS1602261180194144796,41,36,28,41,45,16,8,7,5,4,0,0,0,0,1,1,1,1,0,1,1,1,1,1,3,3,7,6,4,9,42,28,32,88,2
385,385,CSS1602170070784110332,43,37,34,46,40,13,10,4,1,1,0,0,0,0,1,2,1,1,1,1,0,1,1,2,3,4,8,6,4,6,43,23,23,102,5
387,387,CSS1602160090724131084,34,29,27,41,61,25,10,2,1,0,0,0,0,0,1,3,2,1,0,0,0,0,1,3,5,5,9,12,8,14,61,46,16,40,5
388,388,CSS1602160040674118314,33,32,28,43,57,24,9,2,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,3,3,7,6,5,12,44,26,23,96,5
389,389,CSS1602151230674106724,45,38,31,38,46,19,10,2,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,2,3,4,8,6,3,4,42,28,35,86,5
390,390,CSS1602150150534145601,58,48,40,44,28,1,0,0,1,9,0,0,0,0,1,2,2,1,0,0,1,1,1,1,2,4,6,4,2,2,39,36,84,45,2
392,392,CSS1602150120574130215,36,32,31,43,60,20,6,2,1,0,0,0,0,0,1,2,1,1,0,0,1,1,1,2,2,3,6,3,2,2,37,33,80,55,5
394,394,CSS1602150070504136052,25,22,18,25,49,32,21,18,10,11,0,0,0,0,1,3,2,1,0,0,0,0,1,2,6,4,7,6,2,1,46,27,49,74,1
395,395,CSS1602150040614118878,31,30,28,46,62,22,7,2,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,2,2,5,4,3,4,32,29,71,69,0
400,400,CSS1602131350514123915,36,31,27,42,58,19,8,3,1,3,1,0,0,0,1,1,1,1,0,1,1,0,1,1,3,3,8,6,4,6,44,27,21,101,5
401,401,CSS1602131260664141720,48,40,31,41,46,12,8,3,1,2,0,0,0,0,1,1,1,1,0,0,0,0,1,2,3,4,8,6,4,4,44,30,24,94,5
403,403,CSS1602131010704111889,45,40,33,45,41,14,7,1,1,3,0,0,0,0,1,1,1,1,0,0,1,1,1,1,2,4,8,6,5,8,46,27,24,95,5
406,406,CSS1602121210624125015,46,40,34,43,41,17,7,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,2,4,4,10,6,4,4,44,26,23,95,1
407,407,CSS1602121150694122759,41,32,23,26,31,24,25,22,5,1,0,0,0,0,1,1,1,1,0,0,1,1,1,2,3,4,9,6,4,5,43,27,22,100,5
408,408,CSS1602121090424155510,24,23,21,40,75,34,10,1,0,0,0,0,0,0,1,2,2,1,0,0,0,1,1,2,5,5,12,9,5,6,59,36,20,65,0
409,409,CSS1602101380374108184,19,19,18,33,64,47,23,6,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,3,3,7,6,4,9,45,29,26,93,0
410,410,CSS1602091150104242288,49,42,33,44,45,9,6,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,2,4,4,8,6,4,6,43,30,35,87,5
411,411,CSS1602091120114221491,39,35,33,46,55,18,3,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,3,3,7,5,4,8,43,28,33,90,0
412,412,CSS1602081400644119204,56,50,38,44,26,3,5,5,1,1,0,0,0,0,1,2,1,1,0,0,0,1,1,2,3,5,9,6,4,6,45,30,18,95,3
413,413,CSS1602081380464137568,19,19,18,34,70,41,19,7,2,2,1,0,0,0,1,1,1,1,1,0,0,1,1,1,3,3,7,6,5,8,46,28,20,97,1
414,414,CSS1602081350174106153,37,33,30,46,59,9,4,3,2,7,0,0,0,0,1,2,1,1,1,0,1,1,1,2,4,4,8,7,4,5,40,28,28,95,2
415,415,CSS1602081210714111647,33,30,26,37,43,21,18,12,6,4,0,0,0,0,1,1,1,1,0,0,0,1,1,2,4,4,8,6,3,4,46,29,20,99,5
419,419,CSS1602071290654125053,21,21,20,38,72,38,14,4,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,2,3,4,8,6,4,5,42,30,24,97,5
420,420,CSS1602071210064115895,53,45,35,45,36,4,5,6,2,0,0,0,0,0,1,1,1,1,1,0,1,1,1,2,4,4,8,5,3,5,40,26,32,96,5
421,421,CSS1602071090624132245,41,38,33,44,46,15,7,3,1,2,0,0,0,0,1,1,1,1,1,0,0,0,1,1,3,3,7,6,5,10,44,28,23,95,5
422,422,CSS1602071090604104230,40,36,30,41,49,15,8,8,2,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,3,3,7,6,4,11,46,26,21,99,5
424,424,CSS1602071010694101813,16,15,13,19,31,25,19,17,14,43,21,0,0,0,1,1,1,1,0,1,1,1,1,1,3,3,7,5,4,8,44,28,28,94,5
425,425,CSS1602061430554132174,27,23,22,37,57,40,20,3,1,0,0,0,0,0,1,2,2,1,0,0,0,1,1,2,3,4,9,8,4,4,45,27,25,91,5
426,426,CSS1602051320514127213,46,40,30,41,49,17,5,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,3,3,8,6,4,9,48,27,17,99,5
427,427,CSS1602051290494134565,21,20,19,34,67,40,17,8,2,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,3,3,7,6,4,10,45,27,20,101,5
428,428,CSS1602051230764130518,48,43,33,40,32,15,12,4,2,1,0,0,0,0,1,1,1,1,0,0,0,1,1,2,4,4,8,6,3,4,44,29,23,96,5
429,429,CSS1602051180804123037,30,28,26,43,66,27,7,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,4,4,8,6,3,5,45,30,23,95,0
434,434,CSS1602041320674113252,40,32,26,42,55,21,6,4,2,2,0,0,0,0,1,2,1,1,0,0,0,1,1,2,4,4,9,6,4,3,43,31,20,97,5
435,435,CSS1602041320084151214,44,41,32,44,41,11,5,1,1,6,6,0,0,0,1,2,2,1,0,0,0,1,1,3,6,6,13,8,4,3,71,52,51,10,5
436,436,CSS1602041120714113494,51,45,35,44,41,10,2,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,2,3,4,8,6,4,6,43,27,21,100,5
437,437,CSS1602041090724138309,18,17,16,29,52,30,25,22,14,8,0,0,0,0,1,1,1,1,0,0,1,1,1,2,3,4,8,6,4,5,43,27,23,97,5
438,438,CSS1602041010494128216,46,36,32,46,51,12,4,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,3,3,8,5,3,6,45,27,20,104,5
439,439,CSS1602041010244111887,43,39,34,49,48,8,4,2,2,1,0,0,0,0,1,1,1,1,0,1,0,1,1,2,4,4,9,5,3,4,38,27,32,98,3
440,440,CSS1602031460354120252,46,32,29,48,48,13,8,5,1,0,0,0,0,0,1,2,1,1,0,0,0,1,1,2,3,3,8,8,5,10,49,32,27,80,5
441,441,CSS1602031350404123359,41,37,31,45,50,21,4,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,3,3,7,6,4,10,44,26,23,99,5
443,443,CSS1602031120694124466,42,37,32,43,49,18,6,2,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,2,3,4,8,6,4,6,44,26,18,104,5
444,444,CSS1602030070684137340,46,41,35,43,35,11,8,7,2,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,3,3,7,6,5,7,46,28,24,94,5
445,445,CSS1601311460284115377,91,65,35,21,13,2,1,0,0,0,0,0,0,0,1,2,1,1,0,1,1,1,1,1,5,5,11,9,6,11,70,52,46,10,3
446,446,CSS1601311150634130122,21,21,20,37,71,40,12,1,1,4,2,0,0,0,1,1,1,1,1,0,1,1,1,1,3,4,8,6,4,6,43,27,23,99,0
447,447,CSS1601311150624119889,41,35,26,37,47,19,13,7,1,3,2,0,0,0,1,1,1,1,0,0,0,1,1,2,3,4,9,6,4,7,45,23,17,103,5
448,448,CSS1601311090594130119,35,32,26,37,49,22,6,6,7,11,0,0,0,0,1,1,1,1,0,0,0,1,1,1,3,3,7,6,4,12,44,25,19,104,5
452,452,CSS1601301520374108143,25,22,20,35,61,40,20,5,1,1,0,0,0,0,1,2,1,1,0,0,0,0,1,1,3,4,9,7,5,9,53,31,26,78,2
454,454,CSS1601301320504111899,30,29,27,47,66,21,6,2,1,2,0,0,0,0,1,2,1,1,0,0,0,0,1,2,5,5,12,9,6,12,72,45,30,31,3
455,455,CSS1601301260674125463,37,34,28,43,48,17,13,6,1,2,0,0,0,0,1,1,1,1,1,0,0,0,1,2,3,3,8,7,4,4,44,31,22,96,5
457,457,CSS1601291090414175844,21,18,17,30,64,44,21,7,6,1,0,0,0,0,2,4,3,1,0,0,0,2,1,4,6,6,12,12,5,1,18,27,18,103,5
459,459,CSS1601281400444102455,30,29,26,44,73,22,3,2,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,3,3,7,6,5,10,43,27,24,97,0
460,460,CSS1601211180424141819,36,31,25,31,39,25,26,15,3,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,3,3,6,5,4,12,44,26,24,97,2
461,461,CSS1601201070664105300,41,37,31,43,43,17,12,3,2,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,3,4,8,7,4,8,45,26,16,104,5
462,462,CSS1601201040524122807,46,40,32,47,42,12,5,3,1,2,0,0,0,0,1,1,1,1,1,0,0,1,1,2,3,4,8,6,4,5,45,26,20,104,5
466,466,CSS1601181260664126944,48,38,29,43,47,13,6,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,2,3,4,8,6,4,4,44,30,25,94,5
467,467,CSS1601181260644126337,40,33,27,38,37,27,21,5,3,1,0,0,0,0,1,1,1,1,0,0,0,0,1,2,3,4,8,6,4,4,43,30,25,94,5
468,468,CSS1601181260624117340,53,44,35,47,35,5,6,2,2,1,0,0,0,0,1,1,1,1,0,0,1,0,1,2,3,3,8,7,4,5,43,27,24,97,3
469,469,CSS1601181230034135511,53,44,30,36,39,11,8,5,1,2,0,0,0,0,1,1,1,1,1,1,0,1,1,2,3,4,7,5,4,6,40,28,35,92,5
470,470,CSS1601181180664109705,51,43,40,49,35,8,3,0,0,0,0,0,0,0,1,2,2,1,0,0,1,1,1,2,6,6,15,9,5,5,76,54,47,1,5
471,471,CSS1601171490444219024,24,24,23,39,64,30,16,7,2,1,0,0,0,0,1,2,2,1,1,0,0,0,1,1,3,3,9,7,5,7,47,26,26,91,0
472,472,CSS1601161400534106599,39,33,28,43,53,21,10,2,1,1,0,0,0,0,1,2,1,1,0,1,0,1,1,1,3,4,9,7,5,4,49,27,17,99,5
473,473,CSS1601161400514136439,43,37,28,43,37,15,16,9,2,0,0,0,0,0,1,2,1,1,1,1,0,1,1,1,3,3,8,7,5,6,48,27,19,98,5
474,474,CSS1601161320594123820,36,32,26,38,40,31,24,3,0,0,0,0,0,0,1,2,1,1,0,0,0,1,1,2,3,4,9,7,4,3,46,28,19,101,5
476,476,CSS1601161090414163632,22,18,18,34,56,29,17,16,16,5,0,0,0,0,2,4,3,1,0,0,0,2,1,4,7,7,11,13,5,1,18,27,18,103,2
477,477,CSS1601161010494101477,48,38,31,48,41,4,1,1,3,16,1,0,0,0,1,2,1,1,0,1,1,1,1,1,3,4,9,6,4,6,47,25,21,102,2
478,478,CSS1601151600184152598,33,30,26,46,63,14,4,5,3,4,3,0,0,0,1,2,2,1,0,0,0,0,2,1,5,6,9,9,6,11,61,43,40,34,3
480,480,CSS1601151320564126334,36,32,28,43,52,19,10,3,2,5,0,0,0,0,1,1,1,1,0,0,0,1,1,2,3,3,8,6,4,6,46,28,20,99,5
481,481,CSS1601141550254119623,27,24,23,35,44,19,19,26,13,2,0,0,0,0,1,2,2,1,1,0,1,0,1,2,4,5,11,8,6,12,63,49,53,14,5
482,482,CSS1601141520324115434,22,19,18,34,66,46,21,3,1,0,0,0,0,0,1,2,2,1,0,0,0,0,2,2,4,6,12,11,6,12,68,51,51,5,1
483,483,CSS1601141430294148272,30,28,26,45,68,21,5,3,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,3,3,7,6,4,7,44,30,33,87,5
485,485,CSS1601141230244111973,28,26,24,44,70,25,8,3,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,3,4,7,6,5,11,48,31,24,87,3
486,486,CSS1601131260384143315,33,29,25,42,57,26,10,4,3,2,0,0,0,0,1,2,1,1,1,1,0,1,1,2,3,4,7,6,4,10,44,22,17,102,5
487,487,CSS1601131070204113092,42,37,33,48,47,9,6,2,1,5,0,0,0,0,1,1,1,1,1,1,0,1,1,1,3,4,7,5,3,4,41,26,40,92,2
489,489,CSS1601121320514112308,47,39,29,41,45,23,5,1,0,0,0,0,0,0,1,2,1,1,0,0,0,0,1,2,5,5,12,10,7,14,82,52,36,2,5
491,491,CSS1601121290524101185,15,14,13,24,49,42,32,19,12,10,1,0,0,0,1,1,1,1,1,1,0,1,1,1,3,3,7,6,4,10,47,27,23,96,1
492,492,CSS1601121290144125481,36,32,27,38,47,18,6,6,10,11,0,0,0,0,1,1,1,1,0,0,1,1,1,2,3,3,7,5,4,6,40,27,35,93,5
493,493,CSS1601121290024142419,41,38,30,43,40,11,8,4,2,8,6,0,0,0,1,1,1,1,0,1,0,1,1,2,3,4,7,4,4,7,40,29,39,88,5
496,496,CSS1601031120634129910,44,37,31,42,48,16,9,2,1,0,0,0,0,0,1,2,1,1,0,0,0,1,1,2,5,5,11,9,6,10,68,48,48,15,5
497,497,CSS1601030090334163193,39,35,31,42,39,21,16,2,0,1,3,0,0,0,1,3,2,1,0,0,0,0,1,1,4,3,9,3,2,2,38,25,42,94,2
498,498,CSS1601030010054108698,54,45,32,38,39,11,7,1,1,2,0,0,0,0,1,2,1,1,0,0,1,1,2,1,3,4,8,5,3,3,38,28,34,96,5
499,499,CSS1601021380144110066,31,27,22,35,67,26,9,7,4,4,0,0,0,0,1,2,1,1,0,0,0,1,1,1,3,3,7,4,2,3,31,24,61,82,2
500,500,CSS1601021230084124148,49,42,34,43,43,13,2,1,1,2,1,0,0,0,1,1,1,1,1,1,0,1,1,1,2,2,5,3,2,3,32,31,72,70,5
501,501,CSS1601021150494122058,39,37,31,44,45,17,9,6,2,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,4,3,3,8,31,29,66,73,5
502,502,CSS1601021150024109668,23,21,21,36,70,39,12,3,2,2,1,0,0,0,1,1,1,1,1,1,1,1,1,1,3,3,5,3,2,3,30,24,55,80,0
504,504,CSS1512301120254121839,33,31,28,45,53,15,10,6,4,6,0,0,0,0,1,1,1,1,1,1,0,1,1,1,3,3,7,5,4,6,41,28,42,87,5
505,505,CSS1512301070284113825,45,40,31,40,49,14,5,3,3,1,0,0,0,0,1,2,1,1,1,0,1,0,1,2,4,4,8,5,4,5,48,38,56,52,3
